Condition,Seed_ROI,Hemisphere,Region_ID,Region_Name,Anatomical_Lobe,Region_Hemisphere,Is_Dorsal,Is_Ventral,Pos_Voxels,Neg_Voxels,Direction_Value,Direction_Type,Total_Voxels
nontool,pIPS,left,100,PHC_1,Frontal,L,True,False,72,0,72,Intra-Dorsal,72
nontool,pIPS,left,101,Vis_1,Occipital,R,False,True,69,1,68,Dorsal→Ventral,70
nontool,pIPS,left,102,Vis_2,Occipital,R,False,True,75,0,75,Dorsal→Ventral,75
nontool,pIPS,left,103,Vis_3,Occipital,R,False,True,53,0,53,Dorsal→Ventral,53
nontool,pIPS,left,104,Vis_4,Occipital,R,False,True,65,1,64,Dorsal→Ventral,66
nontool,pIPS,left,105,Vis_5,Occipital,R,False,True,6,0,6,Dorsal→Ventral,6
nontool,pIPS,left,106,Vis_6,Occipital,R,False,True,10,100,-90,Ventral→Dorsal,110
nontool,pIPS,left,108,Vis_8,Occipital,R,False,True,22,75,-53,Ventral→Dorsal,97
nontool,pIPS,left,109,Vis_9,Occipital,R,False,True,1,16,-15,Ventral→Dorsal,17
nontool,pIPS,left,110,Vis_10,Occipital,R,False,True,0,4,-4,Ventral→Dorsal,4
nontool,pIPS,left,111,Vis_11,Occipital,R,False,True,10,18,-8,Ventral→Dorsal,28
nontool,pIPS,left,112,Vis_12,Occipital,R,False,True,5,218,-213,Ventral→Dorsal,223
nontool,pIPS,left,113,Vis_13,Occipital,R,False,True,4,1,3,Dorsal→Ventral,5
nontool,pIPS,left,114,Vis_14,Occipital,R,False,True,2,1,1,Dorsal→Ventral,3
nontool,pIPS,left,115,Vis_15,Occipital,R,False,True,2,2,0,Ventral→Dorsal,4
nontool,pIPS,left,116,SomMot_1,Somatomotor,R,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,left,117,SomMot_2,Somatomotor,R,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,left,120,SomMot_5,Somatomotor,R,True,False,3,2,1,Intra-Dorsal,5
nontool,pIPS,left,122,SomMot_7,Somatomotor,R,True,False,6,11,-5,Intra-Dorsal,17
nontool,pIPS,left,124,SomMot_9,Somatomotor,R,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,left,125,SomMot_10,Somatomotor,R,True,False,0,10,-10,Intra-Dorsal,10
nontool,pIPS,left,126,SomMot_11,Somatomotor,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,left,127,SomMot_12,Somatomotor,R,True,False,0,20,-20,Intra-Dorsal,20
nontool,pIPS,left,128,SomMot_13,Somatomotor,R,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,left,129,SomMot_14,Somatomotor,R,True,False,0,10,-10,Intra-Dorsal,10
nontool,pIPS,left,130,SomMot_15,Somatomotor,R,True,False,0,33,-33,Intra-Dorsal,33
nontool,pIPS,left,132,SomMot_17,Somatomotor,R,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,left,133,SomMot_18,Somatomotor,R,True,False,15,0,15,Intra-Dorsal,15
nontool,pIPS,left,135,Post_1,Parietal,R,True,False,287,1,286,Intra-Dorsal,288
nontool,pIPS,left,136,Post_2,Parietal,R,True,False,20,2,18,Intra-Dorsal,22
nontool,pIPS,left,139,Post_5,Parietal,R,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,left,140,Post_6,Parietal,R,True,False,77,0,77,Intra-Dorsal,77
nontool,pIPS,left,141,Post_7,Parietal,R,True,False,0,15,-15,Intra-Dorsal,15
nontool,pIPS,left,142,Post_8,Parietal,R,True,False,54,5,49,Intra-Dorsal,59
nontool,pIPS,left,143,Post_9,Parietal,R,True,False,96,0,96,Intra-Dorsal,96
nontool,pIPS,left,144,Post_10,Parietal,R,True,False,14,24,-10,Intra-Dorsal,38
nontool,pIPS,left,145,FEF_1,Parietal,R,True,False,12,0,12,Intra-Dorsal,12
nontool,pIPS,left,146,FEF_2,Parietal,R,True,False,3,2,1,Intra-Dorsal,5
nontool,pIPS,left,147,PrCv_1,Parietal,R,True,False,0,28,-28,Intra-Dorsal,28
nontool,pIPS,left,149,TempOccPar_2,Temporal,R,False,True,1,0,1,Dorsal→Ventral,1
nontool,pIPS,left,151,PrC_1,Frontal,R,True,False,15,0,15,Intra-Dorsal,15
nontool,pIPS,left,152,FrOperIns_1,Insular,R,False,False,5,2,3,Other,7
nontool,pIPS,left,153,FrOperIns_2,Insular,R,False,False,69,0,69,Other,69
nontool,pIPS,left,155,FrOperIns_4,Insular,R,False,False,5,0,5,Other,5
nontool,pIPS,left,156,Med_1,Frontal,R,True,False,106,0,106,Intra-Dorsal,106
nontool,pIPS,left,157,Med_2,Frontal,R,True,False,40,0,40,Intra-Dorsal,40
nontool,pIPS,left,158,Med_3,Frontal,R,True,False,15,0,15,Intra-Dorsal,15
nontool,pIPS,left,159,OFC_1,Frontal,R,True,False,7,0,7,Intra-Dorsal,7
nontool,pIPS,left,160,OFC_2,Frontal,R,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,left,161,OFC_3,Frontal,R,True,False,9,9,0,Intra-Dorsal,18
nontool,pIPS,left,162,TempPole_1,Temporal,R,False,True,0,50,-50,Ventral→Dorsal,50
nontool,pIPS,left,163,TempPole_2,Temporal,R,False,True,8,115,-107,Ventral→Dorsal,123
nontool,pIPS,left,164,TempPole_3,Temporal,R,False,True,1,109,-108,Ventral→Dorsal,110
nontool,pIPS,left,167,Par_3,Parietal,R,True,False,6,1,5,Intra-Dorsal,7
nontool,pIPS,left,168,Temp_1,Temporal,R,False,True,29,0,29,Dorsal→Ventral,29
nontool,pIPS,left,170,PFCl_1,Frontal,R,True,False,5,0,5,Intra-Dorsal,5
nontool,pIPS,left,171,PFCl_2,Frontal,R,True,False,166,0,166,Intra-Dorsal,166
nontool,pIPS,left,172,PFCl_3,Frontal,R,True,False,171,0,171,Intra-Dorsal,171
nontool,pIPS,left,173,PFCl_4,Frontal,R,True,False,18,4,14,Intra-Dorsal,22
nontool,pIPS,left,174,PFCl_5,Frontal,R,True,False,465,0,465,Intra-Dorsal,465
nontool,pIPS,left,175,PFCl_6,Frontal,R,True,False,32,0,32,Intra-Dorsal,32
nontool,pIPS,left,176,PFCl_7,Frontal,R,True,False,16,0,16,Intra-Dorsal,16
nontool,pIPS,left,177,pCun_1,Frontal,R,True,False,8,0,8,Intra-Dorsal,8
nontool,pIPS,left,178,Cing_1,Cingulate,R,False,False,2,0,2,Other,2
nontool,pIPS,left,179,Cing_2,Cingulate,R,False,False,17,0,17,Other,17
nontool,pIPS,left,180,PFCmp_1,Frontal,R,True,False,75,0,75,Intra-Dorsal,75
nontool,pIPS,left,181,PFCmp_2,Frontal,R,True,False,8,1,7,Intra-Dorsal,9
nontool,pIPS,left,182,Par_1,Parietal,R,True,False,7,2,5,Intra-Dorsal,9
nontool,pIPS,left,183,Par_2,Parietal,R,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,left,184,Par_3,Parietal,R,True,False,0,3,-3,Intra-Dorsal,3
nontool,pIPS,left,185,Temp_1,Temporal,R,False,True,0,143,-143,Ventral→Dorsal,143
nontool,pIPS,left,186,Temp_2,Temporal,R,False,True,9,25,-16,Ventral→Dorsal,34
nontool,pIPS,left,187,Temp_3,Temporal,R,False,True,5,14,-9,Ventral→Dorsal,19
nontool,pIPS,left,189,Temp_5,Temporal,R,False,True,9,0,9,Dorsal→Ventral,9
nontool,pIPS,left,190,PFCv_1,Frontal,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,left,192,PFCdPFCm_2,Frontal,R,True,False,10,0,10,Intra-Dorsal,10
nontool,pIPS,left,193,PFCdPFCm_3,Frontal,R,True,False,32,0,32,Intra-Dorsal,32
nontool,pIPS,left,194,PFCdPFCm_4,Frontal,R,True,False,21,0,21,Intra-Dorsal,21
nontool,pIPS,left,195,PFCdPFCm_5,Frontal,R,True,False,27,0,27,Intra-Dorsal,27
nontool,pIPS,left,196,PFCdPFCm_6,Frontal,R,True,False,50,0,50,Intra-Dorsal,50
nontool,pIPS,left,197,PFCdPFCm_7,Frontal,R,True,False,15,0,15,Intra-Dorsal,15
nontool,pIPS,left,198,pCunPCC_1,Cingulate,R,False,False,1,0,1,Other,1
nontool,pIPS,left,199,pCunPCC_2,Cingulate,R,False,False,11,0,11,Other,11
nontool,pIPS,left,200,pCunPCC_3,Cingulate,R,False,False,4,0,4,Other,4
nontool,pIPS,left,201,pIPS,Parietal,X,True,False,976,162,814,Intra-Dorsal,1138
nontool,pIPS,left,202,LO,Temporal,X,False,True,468,117,351,Dorsal→Ventral,585
nontool,pIPS,right,1,Vis_1,Occipital,L,False,True,50,0,50,Dorsal→Ventral,50
nontool,pIPS,right,2,Vis_2,Occipital,L,False,True,88,12,76,Dorsal→Ventral,100
nontool,pIPS,right,3,Vis_3,Occipital,L,False,True,12,0,12,Dorsal→Ventral,12
nontool,pIPS,right,4,Vis_4,Occipital,L,False,True,59,0,59,Dorsal→Ventral,59
nontool,pIPS,right,5,Vis_5,Occipital,L,False,True,0,146,-146,Ventral→Dorsal,146
nontool,pIPS,right,6,Vis_6,Occipital,L,False,True,3,0,3,Dorsal→Ventral,3
nontool,pIPS,right,7,Vis_7,Occipital,L,False,True,25,76,-51,Ventral→Dorsal,101
nontool,pIPS,right,8,Vis_8,Occipital,L,False,True,6,1,5,Dorsal→Ventral,7
nontool,pIPS,right,9,Vis_9,Occipital,L,False,True,0,63,-63,Ventral→Dorsal,63
nontool,pIPS,right,10,Vis_10,Occipital,L,False,True,0,25,-25,Ventral→Dorsal,25
nontool,pIPS,right,11,Vis_11,Occipital,L,False,True,0,64,-64,Ventral→Dorsal,64
nontool,pIPS,right,12,Vis_12,Occipital,L,False,True,0,4,-4,Ventral→Dorsal,4
nontool,pIPS,right,13,Vis_13,Occipital,L,False,True,0,64,-64,Ventral→Dorsal,64
nontool,pIPS,right,14,Vis_14,Occipital,L,False,True,1,17,-16,Ventral→Dorsal,18
nontool,pIPS,right,15,SomMot_1,Somatomotor,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,right,16,SomMot_2,Somatomotor,L,True,False,9,0,9,Intra-Dorsal,9
nontool,pIPS,right,17,SomMot_3,Somatomotor,L,True,False,19,0,19,Intra-Dorsal,19
nontool,pIPS,right,18,SomMot_4,Somatomotor,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,right,19,SomMot_5,Somatomotor,L,True,False,5,0,5,Intra-Dorsal,5
nontool,pIPS,right,21,SomMot_7,Somatomotor,L,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,right,22,SomMot_8,Somatomotor,L,True,False,26,0,26,Intra-Dorsal,26
nontool,pIPS,right,23,SomMot_9,Somatomotor,L,True,False,1,7,-6,Intra-Dorsal,8
nontool,pIPS,right,25,SomMot_11,Somatomotor,L,True,False,23,8,15,Intra-Dorsal,31
nontool,pIPS,right,27,SomMot_13,Somatomotor,L,True,False,0,3,-3,Intra-Dorsal,3
nontool,pIPS,right,28,SomMot_14,Somatomotor,L,True,False,24,0,24,Intra-Dorsal,24
nontool,pIPS,right,29,SomMot_15,Somatomotor,L,True,False,12,3,9,Intra-Dorsal,15
nontool,pIPS,right,31,Post_1,Parietal,L,True,False,291,2,289,Intra-Dorsal,293
nontool,pIPS,right,32,Post_2,Parietal,L,True,False,74,0,74,Intra-Dorsal,74
nontool,pIPS,right,35,Post_5,Parietal,L,True,False,7,0,7,Intra-Dorsal,7
nontool,pIPS,right,36,Post_6,Parietal,L,True,False,62,0,62,Intra-Dorsal,62
nontool,pIPS,right,37,Post_7,Parietal,L,True,False,20,0,20,Intra-Dorsal,20
nontool,pIPS,right,38,Post_8,Parietal,L,True,False,37,0,37,Intra-Dorsal,37
nontool,pIPS,right,39,Post_9,Parietal,L,True,False,23,0,23,Intra-Dorsal,23
nontool,pIPS,right,40,Post_10,Parietal,L,True,False,21,55,-34,Intra-Dorsal,76
nontool,pIPS,right,41,FEF_1,Parietal,L,True,False,55,0,55,Intra-Dorsal,55
nontool,pIPS,right,42,FEF_2,Parietal,L,True,False,16,3,13,Intra-Dorsal,19
nontool,pIPS,right,44,ParOper_1,Parietal,L,True,False,11,3,8,Intra-Dorsal,14
nontool,pIPS,right,45,ParOper_2,Parietal,L,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,46,ParOper_3,Parietal,L,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,right,47,FrOperIns_1,Insular,L,False,False,19,0,19,Other,19
nontool,pIPS,right,50,FrOperIns_4,Insular,L,False,False,3,0,3,Other,3
nontool,pIPS,right,51,PFCl_1,Frontal,L,True,False,46,0,46,Intra-Dorsal,46
nontool,pIPS,right,52,Med_1,Frontal,L,True,False,12,0,12,Intra-Dorsal,12
nontool,pIPS,right,53,Med_2,Frontal,L,True,False,7,0,7,Intra-Dorsal,7
nontool,pIPS,right,54,Med_3,Frontal,L,True,False,46,4,42,Intra-Dorsal,50
nontool,pIPS,right,55,OFC_1,Frontal,L,True,False,1,9,-8,Intra-Dorsal,10
nontool,pIPS,right,56,OFC_2,Frontal,L,True,False,6,0,6,Intra-Dorsal,6
nontool,pIPS,right,57,TempPole_1,Temporal,L,False,True,0,257,-257,Ventral→Dorsal,257
nontool,pIPS,right,58,TempPole_2,Temporal,L,False,True,9,91,-82,Ventral→Dorsal,100
nontool,pIPS,right,59,TempPole_3,Temporal,L,False,True,0,51,-51,Ventral→Dorsal,51
nontool,pIPS,right,61,Par_1,Parietal,L,True,False,4,0,4,Intra-Dorsal,4
nontool,pIPS,right,62,Par_2,Parietal,L,True,False,6,11,-5,Intra-Dorsal,17
nontool,pIPS,right,63,Par_3,Parietal,L,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,right,64,Temp_1,Temporal,L,False,True,9,18,-9,Ventral→Dorsal,27
nontool,pIPS,right,65,OFC_1,Frontal,L,True,False,5,0,5,Intra-Dorsal,5
nontool,pIPS,right,66,PFCl_1,Frontal,L,True,False,15,0,15,Intra-Dorsal,15
nontool,pIPS,right,67,PFCl_2,Frontal,L,True,False,176,0,176,Intra-Dorsal,176
nontool,pIPS,right,68,PFCl_3,Frontal,L,True,False,168,1,167,Intra-Dorsal,169
nontool,pIPS,right,69,PFCl_4,Frontal,L,True,False,21,2,19,Intra-Dorsal,23
nontool,pIPS,right,70,PFCl_5,Frontal,L,True,False,12,0,12,Intra-Dorsal,12
nontool,pIPS,right,73,Cing_2,Cingulate,L,False,False,16,0,16,Other,16
nontool,pIPS,right,74,Temp_1,Temporal,L,False,True,0,115,-115,Ventral→Dorsal,115
nontool,pIPS,right,75,Temp_2,Temporal,L,False,True,0,3,-3,Ventral→Dorsal,3
nontool,pIPS,right,76,Temp_3,Temporal,L,False,True,0,19,-19,Ventral→Dorsal,19
nontool,pIPS,right,80,Par_2,Parietal,L,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,right,81,Par_3,Parietal,L,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,right,82,Par_4,Parietal,L,True,False,0,2,-2,Intra-Dorsal,2
nontool,pIPS,right,83,PFC_1,Frontal,L,True,False,0,18,-18,Intra-Dorsal,18
nontool,pIPS,right,85,PFC_3,Frontal,L,True,False,0,7,-7,Intra-Dorsal,7
nontool,pIPS,right,86,PFC_4,Frontal,L,True,False,12,80,-68,Intra-Dorsal,92
nontool,pIPS,right,87,PFC_5,Frontal,L,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,right,89,PFC_7,Frontal,L,True,False,1,2,-1,Intra-Dorsal,3
nontool,pIPS,right,91,PFC_9,Frontal,L,True,False,0,8,-8,Intra-Dorsal,8
nontool,pIPS,right,92,PFC_10,Frontal,L,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,93,PFC_11,Frontal,L,True,False,0,2,-2,Intra-Dorsal,2
nontool,pIPS,right,94,PFC_12,Frontal,L,True,False,0,9,-9,Intra-Dorsal,9
nontool,pIPS,right,95,PFC_13,Frontal,L,True,False,1,1,0,Intra-Dorsal,2
nontool,pIPS,right,96,pCunPCC_1,Cingulate,L,False,False,1,0,1,Other,1
nontool,pIPS,right,100,PHC_1,Frontal,L,True,False,81,0,81,Intra-Dorsal,81
nontool,pIPS,right,101,Vis_1,Occipital,R,False,True,184,1,183,Dorsal→Ventral,185
nontool,pIPS,right,102,Vis_2,Occipital,R,False,True,90,0,90,Dorsal→Ventral,90
nontool,pIPS,right,103,Vis_3,Occipital,R,False,True,102,1,101,Dorsal→Ventral,103
nontool,pIPS,right,104,Vis_4,Occipital,R,False,True,38,1,37,Dorsal→Ventral,39
nontool,pIPS,right,105,Vis_5,Occipital,R,False,True,9,2,7,Dorsal→Ventral,11
nontool,pIPS,right,106,Vis_6,Occipital,R,False,True,60,13,47,Dorsal→Ventral,73
nontool,pIPS,right,108,Vis_8,Occipital,R,False,True,26,54,-28,Ventral→Dorsal,80
nontool,pIPS,right,109,Vis_9,Occipital,R,False,True,0,19,-19,Ventral→Dorsal,19
nontool,pIPS,right,111,Vis_11,Occipital,R,False,True,4,28,-24,Ventral→Dorsal,32
nontool,pIPS,right,112,Vis_12,Occipital,R,False,True,9,146,-137,Ventral→Dorsal,155
nontool,pIPS,right,113,Vis_13,Occipital,R,False,True,7,3,4,Dorsal→Ventral,10
nontool,pIPS,right,115,Vis_15,Occipital,R,False,True,2,1,1,Dorsal→Ventral,3
nontool,pIPS,right,116,SomMot_1,Somatomotor,R,True,False,4,0,4,Intra-Dorsal,4
nontool,pIPS,right,117,SomMot_2,Somatomotor,R,True,False,13,1,12,Intra-Dorsal,14
nontool,pIPS,right,118,SomMot_3,Somatomotor,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,121,SomMot_6,Somatomotor,R,True,False,1,0,1,Intra-Dorsal,1
nontool,pIPS,right,122,SomMot_7,Somatomotor,R,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,right,123,SomMot_8,Somatomotor,R,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,right,124,SomMot_9,Somatomotor,R,True,False,7,0,7,Intra-Dorsal,7
nontool,pIPS,right,125,SomMot_10,Somatomotor,R,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,right,126,SomMot_11,Somatomotor,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,127,SomMot_12,Somatomotor,R,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,right,128,SomMot_13,Somatomotor,R,True,False,0,17,-17,Intra-Dorsal,17
nontool,pIPS,right,129,SomMot_14,Somatomotor,R,True,False,15,1,14,Intra-Dorsal,16
nontool,pIPS,right,130,SomMot_15,Somatomotor,R,True,False,0,8,-8,Intra-Dorsal,8
nontool,pIPS,right,131,SomMot_16,Somatomotor,R,True,False,7,0,7,Intra-Dorsal,7
nontool,pIPS,right,132,SomMot_17,Somatomotor,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,133,SomMot_18,Somatomotor,R,True,False,114,0,114,Intra-Dorsal,114
nontool,pIPS,right,134,SomMot_19,Somatomotor,R,True,False,3,0,3,Intra-Dorsal,3
nontool,pIPS,right,135,Post_1,Parietal,R,True,False,462,0,462,Intra-Dorsal,462
nontool,pIPS,right,136,Post_2,Parietal,R,True,False,15,6,9,Intra-Dorsal,21
nontool,pIPS,right,138,Post_4,Parietal,R,True,False,0,1,-1,Intra-Dorsal,1
nontool,pIPS,right,140,Post_6,Parietal,R,True,False,80,0,80,Intra-Dorsal,80
nontool,pIPS,right,141,Post_7,Parietal,R,True,False,25,15,10,Intra-Dorsal,40
nontool,pIPS,right,142,Post_8,Parietal,R,True,False,65,8,57,Intra-Dorsal,73
nontool,pIPS,right,143,Post_9,Parietal,R,True,False,85,0,85,Intra-Dorsal,85
nontool,pIPS,right,144,Post_10,Parietal,R,True,False,16,40,-24,Intra-Dorsal,56
nontool,pIPS,right,145,FEF_1,Parietal,R,True,False,84,0,84,Intra-Dorsal,84
nontool,pIPS,right,146,FEF_2,Parietal,R,True,False,19,0,19,Intra-Dorsal,19
nontool,pIPS,right,147,PrCv_1,Parietal,R,True,False,5,20,-15,Intra-Dorsal,25
nontool,pIPS,right,148,TempOccPar_1,Temporal,R,False,True,1,1,0,Ventral→Dorsal,2
nontool,pIPS,right,151,PrC_1,Frontal,R,True,False,33,3,30,Intra-Dorsal,36
nontool,pIPS,right,152,FrOperIns_1,Insular,R,False,False,13,3,10,Other,16
nontool,pIPS,right,153,FrOperIns_2,Insular,R,False,False,106,0,106,Other,106
nontool,pIPS,right,155,FrOperIns_4,Insular,R,False,False,8,1,7,Other,9
nontool,pIPS,right,156,Med_1,Frontal,R,True,False,23,0,23,Intra-Dorsal,23
nontool,pIPS,right,157,Med_2,Frontal,R,True,False,20,0,20,Intra-Dorsal,20
nontool,pIPS,right,158,Med_3,Frontal,R,True,False,26,2,24,Intra-Dorsal,28
nontool,pIPS,right,159,OFC_1,Frontal,R,True,False,21,6,15,Intra-Dorsal,27
nontool,pIPS,right,160,OFC_2,Frontal,R,True,False,5,4,1,Intra-Dorsal,9
nontool,pIPS,right,161,OFC_3,Frontal,R,True,False,0,66,-66,Intra-Dorsal,66
nontool,pIPS,right,162,TempPole_1,Temporal,R,False,True,0,104,-104,Ventral→Dorsal,104
nontool,pIPS,right,163,TempPole_2,Temporal,R,False,True,1,154,-153,Ventral→Dorsal,155
nontool,pIPS,right,164,TempPole_3,Temporal,R,False,True,0,130,-130,Ventral→Dorsal,130
nontool,pIPS,right,165,Par_1,Parietal,R,True,False,0,4,-4,Intra-Dorsal,4
nontool,pIPS,right,167,Par_3,Parietal,R,True,False,12,9,3,Intra-Dorsal,21
nontool,pIPS,right,168,Temp_1,Temporal,R,False,True,66,0,66,Dorsal→Ventral,66
nontool,pIPS,right,170,PFCl_1,Frontal,R,True,False,20,0,20,Intra-Dorsal,20
nontool,pIPS,right,171,PFCl_2,Frontal,R,True,False,198,0,198,Intra-Dorsal,198
nontool,pIPS,right,172,PFCl_3,Frontal,R,True,False,194,0,194,Intra-Dorsal,194
nontool,pIPS,right,173,PFCl_4,Frontal,R,True,False,22,48,-26,Intra-Dorsal,70
nontool,pIPS,right,174,PFCl_5,Frontal,R,True,False,378,0,378,Intra-Dorsal,378
nontool,pIPS,right,175,PFCl_6,Frontal,R,True,False,13,0,13,Intra-Dorsal,13
nontool,pIPS,right,176,PFCl_7,Frontal,R,True,False,71,0,71,Intra-Dorsal,71
nontool,pIPS,right,177,pCun_1,Frontal,R,True,False,4,0,4,Intra-Dorsal,4
nontool,pIPS,right,178,Cing_1,Cingulate,R,False,False,2,0,2,Other,2
nontool,pIPS,right,179,Cing_2,Cingulate,R,False,False,6,0,6,Other,6
nontool,pIPS,right,180,PFCmp_1,Frontal,R,True,False,2,2,0,Intra-Dorsal,4
nontool,pIPS,right,181,PFCmp_2,Frontal,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,182,Par_1,Parietal,R,True,False,1,4,-3,Intra-Dorsal,5
nontool,pIPS,right,183,Par_2,Parietal,R,True,False,0,5,-5,Intra-Dorsal,5
nontool,pIPS,right,184,Par_3,Parietal,R,True,False,0,11,-11,Intra-Dorsal,11
nontool,pIPS,right,185,Temp_1,Temporal,R,False,True,0,155,-155,Ventral→Dorsal,155
nontool,pIPS,right,186,Temp_2,Temporal,R,False,True,2,18,-16,Ventral→Dorsal,20
nontool,pIPS,right,187,Temp_3,Temporal,R,False,True,2,2,0,Ventral→Dorsal,4
nontool,pIPS,right,189,Temp_5,Temporal,R,False,True,1,0,1,Dorsal→Ventral,1
nontool,pIPS,right,190,PFCv_1,Frontal,R,True,False,1,19,-18,Intra-Dorsal,20
nontool,pIPS,right,191,PFCdPFCm_1,Frontal,R,True,False,0,11,-11,Intra-Dorsal,11
nontool,pIPS,right,193,PFCdPFCm_3,Frontal,R,True,False,6,0,6,Intra-Dorsal,6
nontool,pIPS,right,194,PFCdPFCm_4,Frontal,R,True,False,66,8,58,Intra-Dorsal,74
nontool,pIPS,right,195,PFCdPFCm_5,Frontal,R,True,False,12,0,12,Intra-Dorsal,12
nontool,pIPS,right,196,PFCdPFCm_6,Frontal,R,True,False,25,0,25,Intra-Dorsal,25
nontool,pIPS,right,197,PFCdPFCm_7,Frontal,R,True,False,2,0,2,Intra-Dorsal,2
nontool,pIPS,right,199,pCunPCC_2,Cingulate,R,False,False,2,0,2,Other,2
nontool,pIPS,right,200,pCunPCC_3,Cingulate,R,False,False,3,0,3,Other,3
nontool,pIPS,right,201,pIPS,Parietal,X,True,False,1001,191,810,Intra-Dorsal,1192
nontool,pIPS,right,202,LO,Temporal,X,False,True,569,118,451,Dorsal→Ventral,687
nontool,LO,left,1,Vis_1,Occipital,L,False,True,183,1,182,Intra-Ventral,184
nontool,LO,left,2,Vis_2,Occipital,L,False,True,211,78,133,Intra-Ventral,289
nontool,LO,left,3,Vis_3,Occipital,L,False,True,63,0,63,Intra-Ventral,63
nontool,LO,left,4,Vis_4,Occipital,L,False,True,0,112,-112,Intra-Ventral,112
nontool,LO,left,5,Vis_5,Occipital,L,False,True,127,28,99,Intra-Ventral,155
nontool,LO,left,7,Vis_7,Occipital,L,False,True,0,242,-242,Intra-Ventral,242
nontool,LO,left,8,Vis_8,Occipital,L,False,True,23,18,5,Intra-Ventral,41
nontool,LO,left,9,Vis_9,Occipital,L,False,True,30,52,-22,Intra-Ventral,82
nontool,LO,left,10,Vis_10,Occipital,L,False,True,0,301,-301,Intra-Ventral,301
nontool,LO,left,11,Vis_11,Occipital,L,False,True,51,9,42,Intra-Ventral,60
nontool,LO,left,12,Vis_12,Occipital,L,False,True,0,265,-265,Intra-Ventral,265
nontool,LO,left,13,Vis_13,Occipital,L,False,True,0,298,-298,Intra-Ventral,298
nontool,LO,left,14,Vis_14,Occipital,L,False,True,0,177,-177,Intra-Ventral,177
nontool,LO,left,25,SomMot_11,Somatomotor,L,True,False,11,0,11,Ventral→Dorsal,11
nontool,LO,left,27,SomMot_13,Somatomotor,L,True,False,0,24,-24,Dorsal→Ventral,24
nontool,LO,left,29,SomMot_15,Somatomotor,L,True,False,0,6,-6,Dorsal→Ventral,6
nontool,LO,left,30,SomMot_16,Somatomotor,L,True,False,0,5,-5,Dorsal→Ventral,5
nontool,LO,left,31,Post_1,Parietal,L,True,False,614,3,611,Ventral→Dorsal,617
nontool,LO,left,32,Post_2,Parietal,L,True,False,47,0,47,Ventral→Dorsal,47
nontool,LO,left,38,Post_8,Parietal,L,True,False,3,0,3,Ventral→Dorsal,3
nontool,LO,left,39,Post_9,Parietal,L,True,False,0,1,-1,Dorsal→Ventral,1
nontool,LO,left,40,Post_10,Parietal,L,True,False,0,31,-31,Dorsal→Ventral,31
nontool,LO,left,41,FEF_1,Parietal,L,True,False,2,0,2,Ventral→Dorsal,2
nontool,LO,left,43,PrCv_1,Parietal,L,True,False,1,0,1,Ventral→Dorsal,1
nontool,LO,left,47,FrOperIns_1,Insular,L,False,False,4,0,4,Other,4
nontool,LO,left,51,PFCl_1,Frontal,L,True,False,16,0,16,Ventral→Dorsal,16
nontool,LO,left,53,Med_2,Frontal,L,True,False,0,8,-8,Dorsal→Ventral,8
nontool,LO,left,54,Med_3,Frontal,L,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,55,OFC_1,Frontal,L,True,False,0,6,-6,Dorsal→Ventral,6
nontool,LO,left,56,OFC_2,Frontal,L,True,False,0,3,-3,Dorsal→Ventral,3
nontool,LO,left,57,TempPole_1,Temporal,L,False,True,0,96,-96,Intra-Ventral,96
nontool,LO,left,58,TempPole_2,Temporal,L,False,True,5,27,-22,Intra-Ventral,32
nontool,LO,left,59,TempPole_3,Temporal,L,False,True,0,9,-9,Intra-Ventral,9
